predicate	count	relation
affect psychosis	2	
affect rp2 migration in	2	
affect state at	2	
affect welfare for	2	
affirm again in	2	
affirm in	2	
affirmative action	2	
affirmative policy in	2	
afford by	2	
afford change in	2	
after plunge into	2	
after republic be	2	
aftermath	2	
again defy	2	
again uphold	2	
again uphold action program at	2	
against war be	2	
age at	2	
age with	2	
agenda	2	
agent such	2	
agenturen aus	2	
aggressive & nationalistic policy of	2	
aggressive policy of	2	
aggressive stance against	2	
aggressively court	2	
agree fairly well with	2	
agree upon	2	
agreement with	2	
agricultural research through	2	
ahnliche	2	
aid development in	2	
aim base	2	
aim performance at	2	
aim through	2	
ajuba	2	
al organisationen betrachtet in	2	
align incentive	2	
all be	2	
all exist	2	
all fail	2	
all throw up	2	
all throw up in	2	
allegiance in	2	
allem in	2	
allocate resource for	2	
allow at	2	
allow consideration for	2	
allow different model of	2	
allow evaluation at	2	
allow freedom on	2	
allow latent class at	2	
allow model of	2	
allow nazis in	2	
allow utilization in	2	
ally by	2	
almost beginning	2	
almost blind spot at	2	
almost entirely replace	2	
almost seamlessly make	2	
almost spot at	2	
alor	2	
alps	2	
already engage	2	
already work as	2	
already work yet as	2	
also account for	2	
also advocate end	2	
also affect pollen pool diversity with	2	
also aim	2	
also al	2	
also appear	2	
also appear on	2	
also assess association by	2	
also assess association into	2	
also attempt	2	
also be effective on	2	
also be employ for	2	
also be militarily effective on	2	
also be subject for	2	
also be sustain as	2	
also begin	2	
also briefly outline	2	
also build on	2	
also cause fragmentation	2	
also collect	2	
also commonly experience	2	
also concern	2	
also conduct analysis on	2	
also confer resistance to	2	
also consider impact in	2	
also consider income distribution performance in	2	
also consult for	2	
also contextualise	2	
also critically examine	2	
also deal with	2	
also depend	2	
also depend for	2	
also discourage	2	
also discuss assessment with	2	
also discuss environment beyond	2	
also distinguish	2	
also diverge base	2	
also document	2	
also embark by	2	
also embark on	2	
also embark with	2	
also emphasize	2	
also encounter discrimination from	2	
also encounter discrimination in	2	
also enhance	2	
also enhance 2.5-fold	2	
also enhance migration 2.5-fold in	2	
also enhance migration in	2	
also enter	2	
also evade	2	
also exacerbate conflict in	2	
also exhibit	2	
also exist	2	
also expect adoption	2	
also experience	2	
also explore limitation to	2	
also explore stability with	2	
also extend province to	2	
also extend study to	2	
also favour	2	
also fill hospital ward in	2	
also find prevalence at_time	2	
also formally reference in	2	
also found maternity hosp	2	
also frequently use	2	
also gain	2	
also generate	2	
also give landowner hegemony in	2	
also grind openness on	2	
also grow because	2	
also harbor	2	
also have structure	2	
also have way besides	2	
also hypothesize	2	
also improve	2	
also inadvertently embark by	2	
also inadvertently embark on	2	
also inadvertently embark with	2	
also include in	2	
also incorporate	2	
also inhibit	2	
also introduction to	2	
also link red sea with	2	
also link to	2	
also map out trace in	2	
also measure investor sentiment by for	2	
also measure investor sentiment for	2	
also need	2	
also open capital account to	2	
also outline	2	
also outperform	2	
also oversee	2	
also place hume in	2	
also point out	2	
also propose reccommendation follow	2	
also provide bank with	2	
also provide datum for	2	
also provide evidence at	2	
also provide necessary	2	
also reference in	2	
also regard io as	2	
also remove at	2	
also remove flag at	2	
also represent windfall gain because	2	
also represent windfall gain besides	2	
also scale from	2	
also seek security in	2	
also significantly change	2	
also significantly inhibit	2	
also solve	2	
also speak to	2	
also speculate at	2	
also speculate poisoning effect at	2	
also stand as	2	
also succeed in	2	
also touch in	2	
also trace	2	
also treat	2	
also turn out	2	
alter at_time	2	
alter rc3 neurogranin expression in	2	
alter significantly	2	
alter wein in	2	
alteration	2	
alteration to	2	
alternative	2	
alternative approach	2	
alternative approach to	2	
alternative philosophical theory	2	
alternative theory	2	
alteste	2	
alteste der sammlung und entstand im zweiten vorchristlichen jahrhundert in	2	
altogether deepen	2	
always have in	2	
amalgam of	2	
ambiguous effect on	2	
ambiguous nature of	2	
ambiguous or non-existent effect on	2	
ambitious agenda of	2	
amenable to	2	
american and german effort	2	
american effort	2	
american television	2	
american way of	2	
among brooke be	2	
among cultivation be	2	
among mentality be	2	
ample supply of	2	
amplify importance	2	
analogously can come from	2	
analyse by	2	
analyse persistence	2	
analyse pro before	2	
analyse ulama as	2	
analysis for	2	
analysis way through	2	
analyst in	2	
analyze bacteroidales 16s rrna gene sequence from	2	
analyze before	2	
analyze change after	2	
analyze code within	2	
analyze composition on	2	
analyze conception as	2	
analyze consequence in	2	
analyze consequence through	2	
analyze datum from	2	
analyze development from	2	
analyze discourse as	2	
analyze distribution	2	
analyze effectiveness in	2	
analyze empirically	2	
analyze exchange fee as	2	
analyze express in	2	
analyze factor during	2	
analyze industry structure as	2	
analyze labor market entry in	2	
analyze level attitude toward	2	
analyze party pledge fulfillment unlike	2	
analyze productivity in	2	
analyze response base	2	
analyze standard in	2	
analyze thoroughly	2	
analyze transition	2	
analyze welfare state determinant towards	2	
anc	2	
anchor in	2	
anchor provide	2	
angle	2	
annex in	2	
announce thing in	2	
annual meeting of	2	
answer first	2	
answer too	2	
anti-inflammatory effect of	2	
anti-mouse treatment	2	
anticipate payoff to	2	
antifascism after	2	
anxiety in	2	
apparently blind spot in	2	
apparently homogenise	2	
apparently homogenise security study among	2	
apparently spot in	2	
appeal from	2	
appear contrary	2	
appear such	2	
apply actor model to	2	
apply analysis by	2	
apply demand side instrument for	2	
apply finding to	2	
apply logic to	2	
apply lp model in	2	
apply measurement strategy to	2	
apply perspective as	2	
apply principle in	2	
apply research by	2	
apply research to	2	
apply thought to	2	
apply under	2	
apply universally	2	
appoint navy environmental health center as	2	
appoint navy environmental health center in	2	
apprehension of	2	
approach system as	2	
appropriate role for	2	
appropriate sum for	2	
approve dose irradiation since	2	
approve guideline in	2	
approve of	2	
april be at_time	2	
aquaculture	2	
ar att bidra till	2	
ar tikriem	2	
arabist with	2	
arbitrate	2	
archive after	2	
area in	2	
arena of be	2	
arenosa	2	
arguably stand outside	2	
arguably upend realpolitik assumption	2	
argue about	2	
argue at	2	
argue contrary	2	
argue convincingly about	2	
argue here contrary	2	
argue need	2	
argument for	2	
army in	2	
around	2	
arrange agenda by	2	
arrive	2	
arrive from	2	
arrive late	2	
arrive too late	2	
art.	2	
artful parody of	2	
artistic and literary representation of	2	
artistic representation of	2	
artwork for	2	
as demand for	2	
as do branch except	2	
as early make	2	
as far be difficult contrary	2	
as far draw	2	
as far indeed draw	2	
as hard work	2	
as work	2	
ascend from	2	
ascend throne on	2	
ascertain applicability to	2	
asia	2	
asian crisis of	2	
asian financial crisis of	2	
ask give	2	
asociacione	2	
assay base	2	
assay for	2	
assembly upon	2	
assement of be	2	
assess area for	2	
assess association by	2	
assess association into	2	
assess brand strength in	2	
assess category through	2	
assess character as	2	
assess choice base	2	
assess global fund investment from	2	
assess holding in	2	
assess on	2	
assess reach in	2	
assess region under	2	
assess responsivity among	2	
assess risk in	2	
assess satellite cell motility on	2	
assess socs3 expression in	2	
assess treatment fidelity by	2	
assessment in	2	
assign composition from	2	
assignment of	2	
assist to	2	
assist with	2	
associate at	2	
associate characteristic in	2	
associate government with	2	
associate technology	2	
associated loss in	2	
association for	2	
assume authority for	2	
assume follow	2	
assume role in	2	
assurance to	2	
asymmetry of	2	
athlete	2	
athletic success with	2	
attach as	2	
attach drive in	2	
attachment to	2	
attack of	2	
attack opponent on	2	
attain balance in	2	
attainment	2	
attempt 's	2	
attempt as	2	
attempt by	2	
attempt comparison in	2	
attend on	2	
attention	2	
attentiveness to	2	
attenuate rearrangement as	2	
attest at	2	
attest for	2	
attorney	2	
attract attention in	2	
attract number from	2	
attract vote through	2	
attribute flaw to	2	
attribute function to	2	
auch in	2	
audience	2	
aug to	2	
augment policy autonomy in	2	
author such	2	
authorise	2	
authoritative reference for	2	
autonomy for	2	
availability by	2	
availability such	2	
available in	2	
avb3 mediate migration in	2	
avenue of	2	
avoid convergence for	2	
avoid debt trap by	2	
avoid on	2	
aware focus on	2	
aware focus while on	2	
back peasant migration in	2	
bacteriophage mediate horizontal transfer in	2	
bacteriophage mediate transfer in	2	
bad time	2	
balance in	2	
balance position in	2	
bangkok to	2	
bank as	2	
bank for	2	
bank in	2	
bappeda at	2	
bargain	2	
base analysis of be	2	
base and critical analysis of be	2	
base argument for	2	
base truancy intervention panels on	2	
basic cause of	2	
bask in	2	
bastion of	2	
battle with	2	
battlefield of	2	
be 01 with	2	
be 2013	2	
be abandon after	2	
be abandon due	2	
be ability deliberately of	2	
be able as	2	
be able for	2	
be abnormally regulate in	2	
be about succeed in	2	
be absent at	2	
be absorb by	2	
be absorb throughout	2	
be absorb via	2	
be accelerate by	2	
be acceptable to	2	
be access	2	
be access to	2	
be account in	2	
be accurate	2	
be accurate in	2	
be accurate measure of	2	
be accurately list in	2	
be accustomed as	2	
be achieve after	2	
be achieve with	2	
be acquire in	2	
be act of	2	
be active of	2	
be actively involve by	2	
be activity at	2	
be actual cause of	2	
be actually complex than	2	
be actually more complex than	2	
be actually observe in	2	
